ISBN,Title,Author,Publisher,Pages,Date Published,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-609-60166-0,"Moosewood Restaurant Daily Special: More Than 275 Recipes for Soups, Stews, Salads, & Extras",Moosewood Collective,Clarkson Potter,416,10/5/1999,Hardcover,"A steaming bowl of soup with fresh bread and a green salad, a tempting combo plate of crisp, complementary salads—these Daily Specials have been staples of Moosewood's ever-changing menu board since the restaurant opened its doors more than twenty-five years ago. <br>
<br>
Over the years the creative chefs of the Moosewood Collective have introduced literally thousands of new soups and as many salads, all devised to showcase the fresh seasonal produce, vibrant ethnic flavors, and meatless food products that form the core of their cuisine. Now, for the first time, they have gathered the very best offerings from their vast soup and salad repertoire, as well as the ingenious extras that transform these simple dishes into world-class meals. Here are classics like Very Creamy Vegetable Chowder and Tuscan Bean Soup, as well as intriguing new creations like Caribbean Sweet Potato Coconut Soup, Golden Gazpacho, and Fennel Vichyssoise. Salads range from straightforward choices that are easy to mix and match, such as Spinach with Cilantro Cashew Dressing, Mexican Chickpea Salad, or Tunisian Carrot Salad, to satisfying one-dish meals like Broiled Tofu &amp; Sugar Snap Peas or Persian Rice &amp; Pistachio Salad. Each recipe is followed by helpful suggestions for selecting dishes so that creating well-balanced combo plates at home is a snap.<br>
<br>
There are easy-to-use indexes of recipes by categories including children's favorites, quickly made, low-fat, low-carbohydrate, and vegan dishes. And each recipe has a complete nutritional breakdown, so it's simple to create menus for those with special health or dietary concerns. The section on transforming leftovers into sprightly new dishes also makes<i>Moosewood Restaurant Daily Special</i> a practical primer for those who want to make the most of seasonal bounty.<br>
<br>
Few foods are more comforting—or satisfying—than a good soup and a well-made salad, and because many can be made ahead and served on demand, they are perfectly suited to the way we eat and live today. With more than 275 kitchen-tested recipes to fit any occasion, <i>Moosewood Restaurant Daily Special</i> offers years' worth of inspiration for Daily Specials every cook will be delighted to serve.",en,First Edition,"Height: 9.41 Inches, Length: 7.65 Inches, Weight: 2 Pounds, Width: 1.34 Inches",35,https://images.isbndb.com/covers/16/62/9780609601662.jpg,Success,32,22.3.4
0-609-60371-X,Women and Desire: Beyond Wanting to Be Wanted,"Young-Eisendrath Ph.D., Polly",Harmony,272,9/28/1999,Hardcover,Introduction -- Wanting To Be Wanted -- Menace Of Female Beauty -- Sex Through The Looking Glass -- Hothouse Mothering And The Divine Child -- Material Girl And The Hungry Ghost -- Spiritual Problem Of Giving Your Self Away -- Paradox Of Freedom And Desire. By Polly Young-eisendrath. Includes Bibliographical References And Index.,en,1st US - 1st Printing,"Height: 8.75 Inches, Length: 6 Inches, Weight: 0.000625 Pounds, Width: 1 Inches",0,https://images.isbndb.com/covers/37/10/9780609603710.jpg,Success,32,22.3.4
0-609-60371-X,Women and Desire: Beyond Wanting to Be Wanted,"Young-Eisendrath Ph.D., Polly",Harmony,272,9/28/1999,Hardcover,Introduction -- Wanting To Be Wanted -- Menace Of Female Beauty -- Sex Through The Looking Glass -- Hothouse Mothering And The Divine Child -- Material Girl And The Hungry Ghost -- Spiritual Problem Of Giving Your Self Away -- Paradox Of Freedom And Desire. By Polly Young-eisendrath. Includes Bibliographical References And Index.,en,1st US - 1st Printing,"Height: 8.75 Inches, Length: 6 Inches, Weight: 0.000625 Pounds, Width: 1 Inches",0,https://images.isbndb.com/covers/37/10/9780609603710.jpg,Success,151,22.3.4
0-87785-381-9,ROOTED IN SPIRIT: A HARVEST OF WOMEN'S WISDOM,"SKINNER, ALICE B.",Chrysalis Books,226,9/1/1999,Paperback,"<p>This anthology introduces twenty-five women whose lives are rooted in the spirit of Swedenborg's thoughts. These women, reflecting both traditional and nontraditional views of God, write from the heart of personal experience. Whether employing a scholarly approach, a personal retrospective, the image of poetry, or a glimpse of daily life, the writers sing their own, specifically feminine songs.</p>",en,First Edition,"Height: 10 Inches, Length: 7 Inches, Weight: 1.15 Pounds, Width: 0.7 Inches",1.99,https://images.isbndb.com/covers/38/17/9780877853817.jpg,Success,33,22.3.4
0-87785-386-X,LOST LEGACY: INSPIRING WOMEN OF NINETEENTH-CENTURY AMERICA,,Chrysalis Books,136,10/1/1999,Paperback,"<p>Inspired women writers, artists, and activists of the nineteenth century such as Jesse Willcox Smith, Harriot Hunt, and Anna Mowatt, used their spiritual beliefs to promote personal, social, and political freedom. Driven by Emanuel Swedenborg's insights, these women reveal their feelings and thoughts in their novels, poetry, articles, essays, and art, excerpts of which are included in this collection of biographical sketches.</p>",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Width: 0.5 Inches",1.99,https://images.isbndb.com/covers/38/62/9780877853862.jpg,Success,33,22.3.4
0-06-092926-X,Visible Worlds: A Novel,"Bowering, Marilyn",Harper Perennial,304,8/4/1999,Paperback,"<p>In <b>Visible Worlds,</b> award-winning Canadian poet and playwright Marilyn Bowering has created a beguiling, multilayered novel that brings together two seemingly disparate stories as it traces the shattering personal consequences of war.</p><p>&nbsp;<b>Visible Worlds</b> begins in 1960, with the death of Nate Bone on a Winnipeg football field, as his family and friends stand by and watch. The story then shifts to the tundra of Siberia, where, at the same time, a young woman identified only as Fika is trying to make her way from the Soviet Union to freedom. As the novel unfolds, these two seemingly unrelated events-literally worlds apart-become key pieces in Bowering's astonishing fictional puzzle.</p><p>&nbsp;That puzzle is assembled by Albrecht Storr, one of twin sons of German immigrants, who becomes the primary narrator of the novel. Looking back to 1935, when he, his brother Gerhard, and Nate were children together, Albrecht slowly recounts a chain of extraordinary events set off when Nate, still suffering from the death of his sister, kidnaps an infant girl. That reckless, long undetected act leaves few lives unaffected, and will lead, a quarter of a century later, to Fika's remarkable journey across the spare, life-threatening, yet inconceivably beautiful frozen landscape.</p>",en,English Language,"Height: 8 Inches, Length: 5.31 Inches, Weight: 0.5 Pounds, Width: 0.66 Inches",1.99,https://images.isbndb.com/covers/92/68/9780060929268.jpg,Success,34,22.3.4
0-679-43984-6,The Leper's Companions,"Blackburn, Julia",Pantheon Books,197,4/1/1999,Hardcover,"As <i>The Lepers' Companions</i> begins, we know only that the narrator has lost someone she loves. In her bereavement, she creates a past in which she might both lose and find herself: a 15th-century village in a land of saints and spirits, inexplicable afflictions and miraculous awakenings. With a band of pilgrims - among them an old man, his pregnant daughter, a priest, a dying woman, and a leper - she discovers a beached mermaid, watches a priest drive madness from a woman's mouth, enters a mossy forest inhabited by a hunted man covered in shaggy hair, and witnesses a map being digested in the belly of a ravenous woman. Moving effortlessly between the magical and the real, the past and the present, the journey of the narrator and her companions transcends the physical terrain and becomes a fantastical quest for rebirth. We are skillfully ushered into the emotional lives of each of the travelers as they reflect and ultimately redefine the life of the narrator.",en,First Edition,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.7019 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/98/44/9780679439844.jpg,Success,34,22.3.4
0-8050-5580-0,A Crime in the Neighborhood,"Berne, Suzanne",Henry Holt,304,7/15/1998,Paperback,,en,Reprint,"Height: 7.52 Inches, Length: 4.96 Inches, Weight: 0.65 Pounds, Width: 0.74 Inches",15,https://images.isbndb.com/covers/58/01/9780805055801.jpg,Success,34,22.3.4
0-06-093053-5,The Poisonwood Bible (Oprah's Book Club),"Kingsolver, Barbara",Harper Perennial,543,10/1/1999,Paperback,,en,Reprint,"Height: 8 Inches, Length: 5.3125 Inches, Weight: 1.09 Pounds, Width: 1.26126 Inches",15,https://images.isbndb.com/covers/05/30/9780060930530.jpg,Success,34,22.3.4
0-06-093053-5,The Poisonwood Bible (Oprah's Book Club),"Kingsolver, Barbara",Harper Perennial,543,10/1/1999,Paperback,,en,Reprint,"Height: 8 Inches, Length: 5.3125 Inches, Weight: 1.09 Pounds, Width: 1.26126 Inches",15,https://images.isbndb.com/covers/05/30/9780060930530.jpg,Success,141,22.3.4
0-385-47948-4,The Short History of a Prince: A Novel,"Hamilton, Jane",Anchor,349,3/16/1999,Paperback,"<p><P>Walter McCloud is a boy with dreams unlike most. Introduced as a child to the genius of Balanchine and the lyricism of Tchaikovsky, Walter has always aspired to be a dancer. As he grows older, it becomes clear that despite his desire, he lacks the talent, and he faces the painful knowledge that his more gifted friends have already surpassed him.<P>Soon, however, that pain is overshadowed when his older brother, Daniel, finds a strange lump on his neck and Walter realizes that a happy family can change overnight. The year that follows transforms the McClouds, as they try to hold together in the face of the fearful consequences of Daniel's illness, and Walter makes discoveries about himself and his friendships that will change him forever.<P>Decades later, after Walter has left home and returned, he must come to terms with the memories of that year, and grapple once and for all with the challenge of carving out a place for himself in this all-too-familiar world.<P>A moving story of the torments of sexuality and the redemptive power of family and friendship, <b>The Short History of a Prince</b> confirms Jane Hamilton's place as a preeminent novelist of our time.</p><h3>Boston Globe</h3><p>Hamilton's third novel and arguably her best, for it matches its range of emotion with a technical precision both masterful and haunting.</p>",en,Reprint,"Height: 7.95 Inches, Length: 5.23 Inches, Weight: 0.65 Pounds, Width: 0.81 Inches",15.95,https://images.isbndb.com/covers/94/86/9780385479486.jpg,Success,34,22.3.4
0-452-28039-7,Paradise (Oprah's Book Club),"Morrison, Toni",Plume,318,4/30/1999,Paperback,Toni Morrison.,en,First Edition,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.6 Pounds, Width: 0.75 Inches",16,https://images.isbndb.com/covers/03/97/9780452280397.jpg,Success,34,22.3.4
0-8147-5812-6,Eve: A Biography,"Norris, Pamela",NYU Press,496,9/1/1999,Hardcover,"<p><p><b>Eve&#58; A Biography</b> is the history of Everywoman. Her brief adventure in the Book of Genesis is where the Western idea of woman began, and three thousand years after Eve offered Adam the forbidden fruit, everyone still knows that losing Paradise was Eve's fault.<p> <p>Pamela Norris traces the evolution of Eve's bad reputation, drawing on a rich and diverse tradition of storytelling that embraces myth, folk tale and popular romance, and puts the spotlight firmly on women and their sexuality. From Dinah and Delilah, Pandora and Psyche, to the snaky Lamias and Liliths who haunted nineteenth-century painting and literature, centuries of disobedient women have been linked with Eve, the original bad girl, providing ample ammunition for male fears and fantasies. But Eve's story has also been retold by women, who have found ingenious and often subversive ways to free her from her disreputable past.<p> <p>Stimulating, intriguing and wittily erudite, <b>Eve&#58; A Biography </b>is the entrancing tale of a folk maiden who metamorphoses into a vamp, a mermaid, a bluestocking, a witch, a virgin trapped inside the walls of a fertile garden and finally, perhaps, into a thoroughly modern woman who chews the apple of knowledge with gusto and wouldn't dream of offering Adam a bite.<p></p> <h3>Publishers Weekly</h3> <p>According to Norris, the history of sexism can be illuminated through the evolving interpretation of the biblical story of Adam and Eve. Beginning her comparative study with ancient Greek myths, she equates Eve with Pandora, whose curiosity brought evil into the world. Classical writers considered women to be troublemakers: Aristotle was noted for his ""scientific"" theory that the female was an imperfect male. Norris cites chapter and verse from Old and New Testament and apocryphal writings, medieval works and those of more recent writers ranging from Charlotte Bront to Anita Brookner. Twelve color plates of works by such masters as Piero della Francesca and Hieronymus Bosch represent the traditional view of Eve as a seductive beauty tempting Adam to sin. According to Genesis, Eve's punishment was the pain of childbirth and eternal submission to her husband, who is also condemned to labor for his bread. Both were cast out of the Garden of Eden, losing the gift of eternal life. While the early Christian church fathers regarded Eve as ""the Devil's gateway"" and ""the first deserter of the divine law,"" other commentators have given the story a more favorable reading. The fall was a felix culpa (""happy fault""), when the two, led by Eve, first took responsibility for their destiny. Writers continue to be fascinated by Eve, but, Norris warns, the myth of Eve ""was developed to manipulate and control women rather than to console them."" Erudite but eminently accessible, Norris's account of how religious beliefs and cultural forces have affected prevailing views of women is an important addition to the literature of women's studies. Color and b&w illustrations. Copyright 1999 Cahners Business Information.</p>",en,First Edition,"Height: 9.01573 Inches, Length: 5.98424 Inches, Weight: 1.98 Pounds, Width: 1.3125958 Inches",89,https://images.isbndb.com/covers/81/20/9780814758120.jpg,Success,43,22.3.4
